batch_size,status,return_code,total_steps,warmup_steps,measurement_steps,metric_points,measurement_points,wall_seconds,wall_samples_s,mean_step_s,mean_data_s,mean_update_s,log_samples_s,final_loss,final_grad_norm,final_lr,mean_gpu_util,p95_gpu_util,peak_memory_mib,mean_power_w,gpu_samples
16,completed,0,1500,500,1000,30,20,810,29.62962962962963,0.46985,0.11945000000000001,0.35039999999999993,34.06098398699599,0.511,2.087,2.6e-06,58.877232142857146,100.0,16805.0,291.67285714285714,448
24,completed,0,1500,500,1000,30,20,1094,32.90676416819013,0.70745,0.24559999999999998,0.46185,33.944483822476435,0.5,1.71,2.6e-06,58.71301775147929,100.0,23437.0,285.19834319526626,676
32,oom,1,1500,500,1000,0,0,68,,,,,,,,,0.8235294117647058,0.0,24079.0,43.48102941176471,68
48,oom,1,1500,500,1000,0,0,73,,,,,,,,,1.7808219178082192,0.3999999999999915,24067.0,43.98890410958904,73
